step,actor_loss,critic_loss,rewards
240,0.037393104285001755,0.002105813706293702,-11.79999999999995
480,0.038476891815662384,0.0016158587532117963,-11.62999999999995
720,0.04143359884619713,0.001500156824477017,-8.780000000000003
960,0.045317284762859344,0.001408523297868669,-3.8300000000000063
